Titel,Autor,ISBN,Erscheinungsjahr,Auflage,Zustand,Verlag,Preis,Bestand,Status,Leihfrist
"Berg der Verlieren, ['Naturwissenschaften']",Wanda Wesack,978-0-9722119-4-9,18031986,6,"['In Ordnung', 'Neu', 'Ausgemustert']",Verlag Moderne Industrie,23.55,3,"['vorgemerkt', 'verloren', 'verfügbar']",28
"Mein der Gegen, ['Fantasy & Science-Fiction', 'Sachbücher']",Vesna Scholtz,978-1-77295-193-6,06021930,3,"['Gut', 'Neu', 'Neu', 'Unvollständig', 'Sehr gut', 'Gut', 'In Ordnung', 'Sehr gut']",Eulenspiegel Verlagsgruppe,36.0,8,"['verliehen', 'verfügbar', 'grün', 'rot', 'verliehen', 'verfügbar', 'grün', 'verfügbar']",21
"So der Hören, ['Belletristik']",Hans-Jürgen Fischer,978-0-15-841955-8,23101956,5,"['In Ordnung', 'In Ordnung', 'In Ordnung', 'Verloren', 'Sehr gut']",Münchner Verlagsgruppe,43.32,5,"['rot', 'verfügbar', 'verfügbar', 'grün', 'rot']",14
"Eigentlich der Werden, ['Reiseliteratur', 'Belletristik']",Hannes Hering,978-1-101-20158-9,14072015,30,"['Ausgemustert', 'Neu', 'In Reparatur', 'Gut', 'Gut', 'Neu']",dtv Verlagsgesellschaft,27.73,6,"['verliehen', 'verliehen', 'grün', 'verliehen', 'rot', 'vorgemerkt']",14
"Junge der Hoch, ['Geschichte']",Falko Hering,978-0-03-456744-1,06072024,3,['Sehr gut'],Diederichs Verlag,34.73,1,['gelb'],28
"Sollen der Weinen, ['Belletristik']",Maja Hein,978-1-04-536804-1,19110712,1,"['Neu', 'Sehr gut', 'In Ordnung']",Ullstein Buchverlage,32.16,3,[],14
"Legen der Eigentlich, ['Kinder- und Jugendbücher', 'Biografien']",Alice Schomber,978-0-362-95196-7,04051932,9,"['Abgenutzt', 'Neu', 'In Ordnung', 'In Reparatur', 'Neu', 'Sehr gut', 'Gut', 'In Ordnung', 'Unvollständig']",Münchener Verlagsgruppe,23.14,9,"['grün', 'grün', 'verliehen', 'verfügbar', 'verliehen', 'rot', 'verliehen', 'verfügbar', 'verfügbar']",21
"Wer der Gar, ['Wissenschaft']",Valentin Weitzel,978-0-18-274657-6,07091993,1,"['Neu', 'Gut', 'Unvollständig', 'In Ordnung', 'Neu']",Verlag Moderne Industrie,23.01,5,"['grün', 'rot', 'rot', 'grün', 'verliehen']",28
"Merken der Minute, ['Psychologie']",Mariele Renner,978-1-70584-361-1,12111992,50,['Neu'],Springer Fachmedien,31.76,1,['verliehen'],21
"Fertig der Loch, ['Philosophie']",Lydia Mies,978-0-481-24487-2,22101880,5,"['Neu', 'In Ordnung', 'Unvollständig', 'Unvollständig', 'Unvollständig', 'In Ordnung']",Medien Union,4338,6,['verfügbar'],28
"Müde der Wichtig, ['Kinder- und Jugendbücher']",Sükrü Adler,978-0-7807-1678-0,08041955,90,['Sehr gut'],Cornelsen Verlag,17.41,1,['grün'],14
"Stadt der Stellen, ['Biografien']","Zobel, Blanka",978-0-489-69519-5,19012002,90,"['Ausgemustert', 'Abgenutzt', 'In Ordnung', 'Neu', 'Gut', 'Abgenutzt', 'In Reparatur', 'Gut', 'Neu']",dtv Verlagsgesellschaft,34.74,9,"['verfügbar', 'verfügbar', 'gelb', 'rot', 'verfügbar', 'rot', 'verfügbar', 'verfügbar', 'verliehen']",21
"Kam der Schaffen, ['Belletristik']",Albin Gnatz,978-1-921532-24-5,24031960,9,"['In Ordnung', 'Verloren', 'Neu', 'In Reparatur', 'Abgenutzt', 'Gut', 'Ausgemustert']",MairDumont,15.05,7,"['verliehen', 'grün', 'verfügbar', 'verliehen', 'grün', '???', 'vorgemerkt']",14
"Erzählen der Bett, ['Belletristik']","Gorlitz, Helene",978-0-238-66267-6,12061979,2,"['Gut', 'In Ordnung', 'Gut', 'Gut', 'Gut', 'Neu']",Reinhold Kühn Verlag,24.15,6,[],14
"Führen der Weg, ['Technik']",Patrizia Jacobi Jäckel,978-1-932847-00-0,25041876,4,"['Neu', 'Beschädigt', 'In Ordnung', 'In Reparatur', 'In Ordnung', 'Sehr gut', 'Gut', 'Abgenutzt', 'Gut']",MM Verlag,16.16,9,[],14 Tage
"Nacht der Verlieren, ['Belletristik']",Janna Franke,978-1-4133-8583-0,30051907,8,"['Sehr gut', 'Ausgemustert', 'In Ordnung', 'Beschädigt']",Droemer Knaur,36.59,4,['verfügbar'],14
"Zurück der Angst, ['Belletristik']",Gottlob Haase,978-0-498-72009-3,02052010,5,"['Neu', 'Beschädigt', 'Sehr gut', 'Gut']",Ullstein Buchverlage,35.64,4,"['grün', 'rot', 'verfügbar', 'rot']",14
"Ich der Bruder, ['Wissenschaft']",Kathleen Süßebier,978-0-514-78219-7,30081966,4,"['Sehr gut', 'In Ordnung', 'Neu', 'Sehr gut']",Medien Union,14.01,6,"['verliehen', 'rot', 'ausgeliehen', 'grün', 'grün', 'rot']",28
"Treffen der Fressen, ['Kochen & Ernährung', 'Technik']",Julia Conradi,978-0-269-34474-9,04011988,7,"['Neu', 'Abgenutzt', 'Sehr gut', 'Gut', 'Neu', 'Beschädigt', 'Verloren', 'Neu', 'In Ordnung']",Verlagsgruppe Herder,31.7,9,"['verfügbar', 'rot', 'verloren', 'ausgeliehen', 'verliehen', 'rot', 'verloren', 'rot', 'verfügbar']",999
"Ihr der Mich, ['Sachbücher']",Alice Lindau,978-0-307-26630-9,04091906,3,"['Gut', 'Neu', 'Gut', 'In Ordnung']",MM Verlag,33.15,4,[],21
"Schluss der Jung, ['Geschichte']","Karz, Swantje",978-0-297-76297-3,12091892,3,"['In Reparatur', 'Neu', 'Gut', 'Sehr gut', 'In Ordnung', 'Neu', 'Unvollständig']",MM Verlag,34.29,7,[],28
"Erst der Kaufen, ['Wissenschaft', 'Fantasy & Science-Fiction']",Geert Röhricht,978-0-7313-9811-9,15031965,3,"['Sehr gut', 'Ausgemustert', 'In Ordnung', 'Gut', 'Abgenutzt']",Hans Gerig Musikverlage,27.42,5,"['verliehen', 'verfügbar', 'verfügbar', 'rot', 'verliehen']",14
"Unter der Woche, ['Krimis & Thriller']",Janna Krause,978-1-83432-104-2,26031996,4,"['Gut', 'Neu', 'In Ordnung', 'Neu', 'Unvollständig']",Verlagsgruppe Husum,39.6,5,"['rot', 'rot', 'verfügbar', 'rot', 'verfügbar']",14
"Wieder der Dich, ['Kinder- und Jugendbücher']",Hans Jörg Heinrich,978-1-69235-602-6,07041891,4,[],MM Verlag,35.12,0,[],14
"Rot der Schuh, ['Sachbücher']",Samuel Käster,978-1-4635-8341-5,23061906,1,"['Neu', 'Neu', 'Abgenutzt', 'Sehr gut', 'Beschädigt', 'Gut']",Oldenbourg Verlag,39.05,6,"['verfügbar', 'verloren', 'grün', 'vorgemerkt', 'verfügbar', 'rot']",21
"Glauben der Herr, ['Geschichte']",Hans-Jürgen Schomber,978-0-87858-025-5,23051888,5,"['Sehr gut', 'Sehr gut', 'Neu', 'Abgenutzt']",Reinhold Kühn Verlag,12.85,4,"['verfügbar', 'verliehen', 'rot', 'rot']",28
"Sofort der Gegen, ['Philosophie']",Hans-Jürgen Wilmsen,978-1-82457-386-4,12041908,9,"['In Ordnung', 'Sehr gut', 'Gut']",Beltz & Gelberg,25.2,3,"['verfügbar', 'rot', 'verfügbar']",28
"Die der Nur, ['Sachbücher', 'Kinder- und Jugendbücher']",Mariana Bolzmann,978-1-989466-52-0,14101922,2,"['In Ordnung', 'Sehr gut']",Thienemann-Esslinger,22.28,2,"['grün', 'rot']",14
"Nein der Arzt, ['Kinder- und Jugendbücher']",Sebastiano Wirth,1-118-51692-3,27101973,6,[],Verlagsgruppe Husum,14.25,3,"['verfügbar', 'rot', 'grün']",14
"Stehen der Klasse, ['Geschichte']",Andre Hein,978-0-639-23702-2,08031989,5,[],Südwestdeutsche Medien Holding,17.25,0,[],28
"Geschenk der Wirklich, ['Technik', 'Kinder- und Jugendbücher']",Ortrun Rogner,978-0-353-12888-0,10011934,4,[],Eulenspiegel Verlagsgruppe,27.85,0,[],7
"Von der Nächste, ['Krimis & Thriller', 'Belletristik']",Cindy Scholtz,978-1-70712-690-3,16022013,2,"['In Reparatur', 'Neu', 'Neu', 'Beschädigt', 'In Ordnung', 'Sehr gut', 'Abgenutzt', 'Sehr gut']",Gräfe und Unzer Verlag,31.86,8,"['grün', 'verfügbar', 'rot', 'grün', 'verfügbar', 'grün', 'verliehen', 'ausgeliehen']",14
"Arbeit der Nennen, ['Reiseliteratur']",Inga Anders,978-1-59474-291-0,20051978,9,['Gut'],Verlag Moderne Industrie,34.46,1,['verfügbar'],10
"Warm der Fest, ['Belletristik']",Serge Käster,978-1-86746-386-3,19100729,2,"['Neu', 'Abgenutzt', 'In Ordnung', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'Unvollständig', 'In Reparatur']",Reinhold Kühn Verlag,41.49,9,"['rot', 'verliehen', 'verfügbar']",14
"Dazu der Gerade, ['Kinder- und Jugendbücher']",Mathilde Pärtzelt,978-0-673-77439-2,20111878,3,[],Medien Union,33.78,0,[],14
"Dafür der Wollen, ['Psychologie']",Patrizia Weitzel,978-0-556-31178-2,25111970,90,"['Beschädigt', 'Verloren', 'In Ordnung', 'Neu', 'Gut', 'Verloren', 'Sehr gut', 'Gut']",Silberschnur Verlag,43.67,8,"['verfügbar', 'grün']",21
"Draußen der Zehn, ['Kinder- und Jugendbücher']",Annegrete Mies,978-0-02-507270-1,09011884,4,"['Neu', 'Sehr gut', 'Gut', 'Verloren']",WEKA-Verlagsgruppe,29.6,4,"['verfügbar', 'rot', 'rot', 'grün']",14
"Wenn der Sommer, ['Computer & IT']",Thea Lehmann,978-1-4598-6496-2,02031896,5,['Gut'],Verlag J. Neumann,34.64,1,['verliehen'],28
"Dir der Auto, ['Sachbücher']",Sükrü Hein,978-0-12-005429-9,11101977,4,"['Gut', 'Abgenutzt', 'In Reparatur']",Bonnier Verlagsgruppe,43.26,3,"['rot', 'rot', 'rot']",14 Tage
"Gut der Anfangen, ['Kinder- und Jugendbücher']",Jeannine Fischer,978-1-4773-8815-0,01021944,8,"['Neu', 'Gut', 'Neu', 'Sehr gut', 'In Ordnung', 'Abgenutzt']",Eulenspiegel Verlagsgruppe,40.13,6,"['rot', 'verliehen', 'verliehen', 'rot', 'rot', 'vorgemerkt']",14
"Papa der Scheinen, ['Gesundheit', 'Sachbücher']",Mariana Gieß,978-1-77848-036-2,01071986,1,"['Abgenutzt', 'Sehr gut', 'Neu']",Verlagsgruppe Georg von Holtzbrinck,25.34,3,"['verliehen', 'rot', 'grün']",21
"Fragen der Natürlich, ['Geschichte', 'Kinder- und Jugendbücher']",Mirko Schmidt,978-1-65380-865-6,04011985,7,"['Neu', 'Gut', 'In Ordnung', 'Gut', 'Sehr gut']",MairDumont,20.13,5,"['rot', 'rot', 'rot', 'grün', 'verloren']",7
"Junge der Glücklich, ['Sachbücher']",Selim Thanel,978-0-8332-0709-8,29111922,3,"['Abgenutzt', 'In Ordnung']",Silberschnur Verlag,21.41,2,"['verfügbar', 'rot']",21
"Vom der Singen, ['Kinder- und Jugendbücher']",Anni Aumann,978-1-936307-42-5,1907-08-06,4,"['Gut', 'Neu', 'Verloren', 'Beschädigt']",WEKA-Verlagsgruppe,18.34,4,"['verliehen', 'rot', 'vorgemerkt', 'rot']",14
"Schlafen der Flasche, ['Sprachen']",Sigrid Bauer,978-0-615-79979-7,01061976,2,"['Sehr gut', 'Abgenutzt', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'Unvollständig', 'Sehr gut', 'Gut', 'Beschädigt']",Medien Union,21.72,9,"['rot', 'gelb', 'verfügbar', 'verliehen', 'grün', 'rot', 'rot', 'rot', 'verfügbar']",21
"Gestern der Fahrrad, ['Computer & IT', 'Belletristik']",Anna-Maria Pärtzelt,978-1-230-09924-8,24051964,5,"['Gut', 'Abgenutzt', 'Gut', 'In Ordnung']",VERLAGSGRUPPE HUSUM,35.1,4,"['rot', 'ausgeliehen', 'grün', 'rot']",14
"Nehmen der Natürlich, ['Philosophie']",Eleonora Bauer,978-1-01-578111-5,05112018,30,['Beschädigt'],Silberschnur Verlag,29.68,1,['rot'],28
"Nah der Später, ['Sachbücher']",Marieluise Fröhlich,978-0-446-50363-1,20042000,70,"['Neu', 'Gut', 'In Ordnung', 'In Ordnung', 'Sehr gut']",Goldmann Verlag,37.19,5,"['rot', 'rot', 'verfügbar', 'vorgemerkt', 'verfügbar']",21
"Ob der Stark, ['Wissenschaft']","Bolander, Guiseppe",978-0-08-616511-4,19091978,9,"['Sehr gut', 'Gut', 'Unvollständig', 'Neu']",Verlag Moderne Industrie,42.71,4,"['grün', 'rot', 'rot', 'verliehen']",28
"Dann der Oben, ['Kinder- und Jugendbücher', 'Gesundheit']",Hans Jörg Knappe,978-0-8199-7095-4,30061921,6,"['In Ordnung', 'In Reparatur', 'Gut', 'Sehr gut', 'Abgenutzt', 'Sehr gut', 'In Ordnung']",Verlagsgruppe Georg von Holtzbrinck,32.5,7,"['grün', 'verfügbar', 'verfügbar', 'verfügbar', 'verfügbar', 'verfügbar', 'rot']",21
"Als der Führen, ['Naturwissenschaften']",Jeannine Kabus,978-0-943908-25-0,04081894,6,"['In Ordnung', 'Gut']",Cornelsen Verlag,24.97,2,[],28
"Sprechen der Mich, ['Wissenschaft']",Jenny Kabus,978-0-04-104198-9,23081975,4,"['Abgenutzt', 'Sehr gut', 'Neu', 'Gut', 'Sehr gut', 'Abgenutzt', 'Sehr gut']",MM Verlag,38.91,7,"['verfügbar', 'gelb', 'verfügbar', 'grün', 'verloren', 'rot', 'rot']",28
"Brot der Danach, ['Sprachen']",Gina Bolander,978-0-8271-9078-8,13041947,6,"['Gut', 'Neu', 'Neu', 'Abgenutzt', 'Neu']",Carlsen Verlag,41.03,5,"['vorgemerkt', 'verfügbar', 'verfügbar', 'verfügbar', 'rot']",21
"Allein der Spiel, ['Belletristik', 'Geschichte']","Bauer, Ahmad",978-1-144-81011-3,16021880,6,"['Neu', 'Sehr gut', 'Gut']",Fischer Verlage,22.22,3,"['rot', 'verfügbar', 'rot']",14 Tage
"Minute der Sonne, ['Krimis & Thriller']",Albin Weitzel,0-548-87750-5,19011879,4,"['Abgenutzt', 'In Ordnung']",Silberschnur Verlag,28.16,2,[],14
"Kann der Schauen, ['Sachbücher']",Helene Ehlert,978-0-13-946107-1,26011884,8,['Sehr gut'],Thomas Kettler Verlag,29.63,1,['verliehen'],21
"Fußball der Versuchen, ['Biografien']",Stjepan Gutknecht,978-0-534-57078-1,24011927,8,"['In Ordnung', 'Neu', 'Abgenutzt', 'Unvollständig', 'Neu', 'In Ordnung', 'Unvollständig', 'Beschädigt', 'Verloren']",Beltz & Gelberg,14.36,9,"['grün', 'grün', 'vorgemerkt', 'rot', 'grün', 'verfügbar', 'rot', 'grün', 'verfügbar']",7
"Ohne der Ihr, ['Kinder- und Jugendbücher', 'Reiseliteratur']",Jeannine Henk,978-0-7945-9074-1,16011955,1,[],Reinhold Kühn Verlag,20.08,5,"['verfügbar', 'verloren', 'rot', 'verfügbar', 'grün']",unbekannt
"Dick der Rad, ['Reiseliteratur']",Adalbert Dietz,978-0-7709-7492-3,26051911,1,"['Neu', 'In Ordnung', 'Neu', 'Beschädigt', 'Neu', 'Neu']",Eulenspiegel Verlagsgruppe,19.12,6,"['rot', 'verliehen', 'grün', 'verfügbar', 'gelb', 'verfügbar']",10
"Arzt der Her, ['Sachbücher', 'Kinder- und Jugendbücher']",Hans-Gerd Bolander,978-1-297-29309-2,09061968,60,"['Gut', 'Neu', 'Gut', 'Unvollständig', 'Gut', 'Neu', 'Neu', 'Sehr gut', 'Unvollständig']",Münchner Verlagsgruppe,46.49,9,"['verfügbar', 'verfügbar', 'rot', 'verliehen', 'ausgeliehen', 'verfügbar', 'verliehen', 'gelb', 'rot']",14
"Heraus der Hunger, ['Sport', 'Religion & Spiritualität']","Linke, Caren",978-1-4939-0679-6,06051989,80,"['Abgenutzt', 'Gut', 'Neu', 'Gut', 'Abgenutzt']",Verlagsgruppe Herder,23.21,5,"['rot', 'verfügbar', 'verfügbar']",21
"Dunkel der Nur, ['Belletristik', 'Sprachen']",Hans-Christian Wesack,978-1-138-62171-8,12032017,8,"['Unvollständig', 'Abgenutzt', 'Gut', 'In Reparatur', 'Neu', 'Verloren']",Verlagsgruppe Ippen,38.45,7,"['verfügbar', 'verfügbar', 'rot', 'rot', '???', 'grün', 'grün']",21
"Dich der Minutenmir, ['Kunst und Kultur']",Cindy Gieß,978-0-7532-9373-7,11051940,5,"['Gut', 'Gut', 'Gut', 'Ausgemustert', 'Abgenutzt', 'Gut', 'Neu', 'Beschädigt']",Verlagsgruppe Handelsblatt,25.89,8,"['rot', 'verfügbar']",21
"Pferd der Rechnen, ['Belletristik']",Inga Weitzel,978-1-251-43974-0,1999-04-09,1,"['In Ordnung', 'Abgenutzt', 'Unvollständig', 'Sehr gut', 'Neu', 'In Ordnung', 'Gut', 'Neu', 'Beschädigt']",Verlag Moderne Industrie,33.94,9,"['rot', 'verliehen', 'rot', 'verfügbar', 'grün', 'gelb', 'grün', 'verliehen', 'rot']",14
"Haus der Freude, ['Sachbücher']",Sükrü Hein,978-1-70726-111-6,04022023,1,"['Sehr gut', 'Unvollständig', 'Gut', 'Beschädigt', 'In Reparatur', 'Gut']",Ullstein Buchverlage,34.21,8,"['verloren', 'verfügbar', 'ausgeliehen', 'grün', 'rot', 'verfügbar', 'verfügbar']",21
"Lernen der Kann, ['Belletristik']",Nadeschda Spieß,978-1-85489-257-7,14121950,2,"['Gut', 'Neu', 'In Reparatur', 'Beschädigt', 'Abgenutzt', 'Abgenutzt']",Hubert Burda Media,26.04,6,"['rot', 'rot', 'grün', 'rot', 'verfügbar', 'verfügbar']",14
"Drehen der Spaß, ['Sachbücher', 'Kinder- und Jugendbücher']",Ortrun Scholtz,978-0-15-263720-0,25062023,2,"['Beschädigt', 'Beschädigt', 'Gut', 'Gut']",Gräfe und Unzer Verlag,27.64,4,"['rot', 'verliehen']",14
"Schüler der Arbeit, ['Sachbücher']",Erika Lindau,978-0-17-266948-9,17011898,5,"['In Ordnung', 'Neu']",Bonnier Verlagsgruppe,36.6,5,"['vorgemerkt', 'rot', 'verfügbar', 'verfügbar', 'gelb']",21
"Verstecken der Wohnung, ['Psychologie', 'Krimis & Thriller']",Peter Aumann,978-1-291-53163-3,22021884,6,"['Unvollständig', 'Sehr gut']",Campus Verlag,26.38,6,"['ausgeliehen', 'vorgemerkt']",14
"Wagen der War, ['Sachbücher']",Swen Hande,978-0-9685567-6-4,19081920,3,"['Ausgemustert', 'Abgenutzt', 'Neu', 'Sehr gut', 'In Reparatur', 'Abgenutzt', 'Unvollständig', 'Abgenutzt']",Verlagsgruppe Georg von Holtzbrinck,31.63,8,"['rot', 'verliehen', 'verfügbar', 'rot', 'rot', 'gelb', 'verfügbar', 'rot']",21
"Oder der Wohl, ['Wissenschaft']",Hinrich Lindau,978-1-948809-75-7,31031996,2,"['Sehr gut', 'Unvollständig']",MairDumont,15.37,7,"['verfügbar', 'verfügbar', 'verfügbar', 'gelb', 'verfügbar']",28
"Winter der Als, ['Technik']",Maurizio Süßebier,0-11-123445-X,14021892,9,"['Gut', 'Ausgemustert']",Rowohlt Verlag,25.97,2,['verfügbar'],28
"Einfach der Draußen, ['Naturwissenschaften', 'Philosophie']","Käster, Cläre",978-0-87912-652-0,08121976,8,"['Gut', 'Ausgemustert', 'Beschädigt', 'Neu', 'In Reparatur', 'Sehr gut', 'In Ordnung', 'In Reparatur']",MairDumont,26.94,8,"['ausgeliehen', 'verfügbar', 'rot', 'verfügbar', 'ausgeliehen', 'verliehen', 'gelb', 'verliehen']",28
"Lehrer der Ich, ['Belletristik']",Samuel Wilmsen,978-0-450-04183-9,08021999,4,"['Gut', 'Gut']",MairDumont,52.05,2,"['verfügbar', 'grün']",14
"Danach der Frau, ['Wissenschaft', 'Krimis & Thriller']",Vesna Lindau,978-1-4756-4162-2,06031897,9,"['Neu', 'Sehr gut']",Hans Gerig Musikverlage,28.14,2,"['verfügbar', 'rot']",14
"Sind der Glauben, ['Fantasy & Science-Fiction', 'Belletristik']",Gotthard Renner,978-0-267-31535-2,2020-12-26,5,"['Gut', 'In Ordnung', 'Abgenutzt', 'Beschädigt', 'Beschädigt', 'Beschädigt', 'Neu', 'In Reparatur']",MairDumont,28.97,8,"['rot', 'verliehen', 'rot', 'rot', 'grün', 'rot', 'rot', 'grün']",14
"Arbeiten der Packen, ['Psychologie', 'Wissenschaft']",Peter Zirme,1-84348-614-8,10071875,1,"['Neu', 'In Ordnung']",Redline Verlag,34.46,2,"['vorgemerkt', 'vorgemerkt']",28
"Unser der Milch, ['Belletristik']",Helene Jacobi Jäckel,978-0-09-723358-1,01101901,8,"['Neu', 'Sehr gut', 'In Reparatur', 'Neu', 'Neu']",Verlagsgruppe Handelsblatt,29.15,5,"['rot', 'verfügbar', 'verfügbar', 'rot', 'grün']",14
"Schwester der Glas, ['Belletristik']",Hans-Günter Dussen van,978-1-56231-660-0,23091936,30,"['In Reparatur', 'Ausgemustert', 'Gut', 'Verloren', 'Gut', 'Beschädigt']",O'Reilly Media,30.8,6,"['rot', 'rot', 'rot', 'verfügbar']",14
"Schlecht der Kein, ['Krimis & Thriller', 'Biografien']",Blanka Atzler,978-1-4992-2970-7,01111987,7,"['Sehr gut', 'Unvollständig', 'Beschädigt']",Verlagsgruppe Handelsblatt,12.26,4,"['verfügbar', 'rot', 'verfügbar', 'verfügbar']",21
"Hilfe der Dauern, ['Kinder- und Jugendbücher', 'Biografien']",Joachim Gehringer,978-1-126-53090-9,19860531,9,"['Abgenutzt', 'Beschädigt']",O'Reilly Media,26.04,2,"['grün', 'verfügbar']",21
"Heiß der Das, ['Belletristik']",Gina Lindau,978-1-03-287001-4,26101901,1,"['Abgenutzt', 'In Reparatur', 'Neu', 'Unvollständig']",GOLDMANN VERLAG,34.45,4,"['vorgemerkt', 'rot', 'grün', 'vorgemerkt']",14
"Wasser der Sprechen, ['Kinder- und Jugendbücher']",Patrizia Röhricht,978-1-892193-04-9,27051916,3,"['Sehr gut', 'Gut', 'Gut', 'In Reparatur', 'Neu', 'In Ordnung', 'Neu']",Bonnier Verlagsgruppe,19.24,7,"['rot', 'ausgeliehen', 'verliehen', 'vorgemerkt']",14
"Wir der Berg, ['Wissenschaft', 'Belletristik']",Vesna Hövel,978-1-322-38722-2,04042000,7,"['In Reparatur', 'Sehr gut', 'Sehr gut', 'Beschädigt', 'Gut', 'Sehr gut', 'Sehr gut', 'Neu', 'Ausgemustert']",Campus Verlag,41.07,9,"['verfügbar', 'rot', 'rot', 'verliehen', 'verliehen', 'ausgeliehen', 'verfügbar', 'verfügbar', 'grün']",14
"Auf der Blau, ['Kinder- und Jugendbücher', 'Sachbücher']",Madlen Bolzmann,978-0-16-195998-0,22102020,4,[],Verlag C.H. Beck,37.83,4,"['verliehen', 'rot', 'gelb', 'verfügbar']",21
"Warten der Dabei, ['Computer & IT']",Jennifer Wilmsen,978-0-282-75378-8,17041997,9,"['Sehr gut', 'Gut', 'Unvollständig', 'Neu', 'Neu', 'Neu', 'Verloren', 'Gut']",Verlagsgruppe Random House,27.91,8,"['verfügbar', 'rot', 'verliehen', 'verliehen', 'rot', 'verfügbar', 'verfügbar', 'grün']",28
"Dazu der Mein, ['Sachbücher']",Mathilde Kraushaar,978-1-4489-0632-1,28031918,5,['Neu'],Verlagshaus Römerweg,30.4,3,"['gelb', 'verfügbar', 'grün']",21
"Hinein der Warm, ['Computer & IT']",Aloisia Heinrich,978-0-7969-0561-1,27051892,9,"['Gut', 'Ausgemustert', 'Verloren', 'Sehr gut', 'Neu', 'Neu', 'In Ordnung']",Verlagsgruppe Weltbild,33.3,7,"['verfügbar', 'grün', 'ausgeliehen', 'verloren', 'grün', 'verliehen', 'rot']",28
"Zeit der Schenken, ['Kinder- und Jugendbücher', 'Naturwissenschaften']",Dino Adler,978-1-877897-90-0,1972-08-23,5,"['Sehr gut', 'Gut', 'Sehr gut', 'Gut', 'Sehr gut', 'Sehr gut']",Verlag J. Neumann,36.79,6,"['verloren', 'rot', 'verfügbar', 'verfügbar', 'rot', 'verfügbar']",28
"Fertig der Tante, ['Belletristik', 'Computer & IT']",Aloisia Sontag,978-0-11-565513-5,19870802,8,"['Gut', 'Neu', 'Gut', 'Gut']",Verlagsgruppe Husum,33.34,7,"['gelb', 'rot', 'rot', 'rot', 'vorgemerkt', 'verfügbar', 'grün']",28
"Ab der See, ['Belletristik']","Conradi, Albin",0-03-885636-0,21041974,6,['In Ordnung'],Verlagsgruppe Ippen,21.18,1,['verfügbar'],14
"Sie der Treffen, ['Belletristik']",Sebastiano Wirth,978-0-00-934191-5,29011931,2,['Gut'],Südwestdeutsche Medien Holding,15.77,5,"['grün', 'vorgemerkt', 'verliehen', 'verfügbar', 'grün']",14
"Bringen der Weinen, ['Gesundheit', 'Sachbücher']",Käte Gieß,978-0-567-32967-7,08011886,9,"['Sehr gut', 'Sehr gut']",Hubert Burda Media,33.61,6,"['rot', 'verfügbar', 'verfügbar', 'grün', 'rot', 'verliehen']",21
"Doch der Garten, ['Psychologie', 'Belletristik']",Helene Dussen van,978-0-01-453113-4,03011911,9,['Unvollständig'],Münchener Verlagsgruppe,25.24,6,[],14
"Beispiel der Luft, ['Kunst und Kultur']",Adalbert Gorlitz,978-0-340-54680-2,06121985,6,"['Gut', 'Beschädigt']",MairDumont,26.41,2,"['ausgeliehen', 'rot']",21
"Las der Zug, ['Kochen & Ernährung']",Heinz-Günter Killer,978-1-08-704315-9,03091962,4,[],Verlag C.H. Beck,24.37,0,[],10
"Schlecht der Aus, ['Biografien']",Gottlob Stiffel,978-1-80817-371-4,18031936,3,"['Neu', 'Unvollständig', 'Sehr gut', 'Neu', 'Neu', 'In Reparatur', 'Neu', 'In Reparatur', 'In Reparatur']",Piper Verlag,3981,9,"['grün', 'grün', 'vorgemerkt', 'rot', 'rot', 'verfügbar', 'verliehen', 'verfügbar', 'verfügbar']",7
"Verlieren der Uns, ['Sachbücher']","Gnatz, Mariele",978-0-7696-8893-0,15121998,4,"['In Reparatur', 'Neu', 'Sehr gut', 'Gut', 'Gut']",VERLAGSGRUPPE RANDOM HOUSE,28.11,5,"['grün', 'vorgemerkt', 'verliehen', 'verliehen', 'rot']",21
"Geld der Straße, ['Belletristik', 'Krimis & Thriller']",Janna Killer,978-0-619-00011-0,06081992,4,"['In Ordnung', 'In Ordnung', 'Neu', 'Sehr gut', 'Sehr gut', 'Gut', 'Neu', 'Neu', 'Sehr gut']",Verlagsgruppe Ippen,34.41,9,"['grün', 'verfügbar', 'rot', 'verfügbar', 'verfügbar', 'rot', 'vorgemerkt', 'grün', 'verloren']",14
"Für der Dauern, ['Krimis & Thriller']",Sebastiano Schlosser,978-1-930260-87-0,09031947,9,"['Gut', 'Neu']",Carlsen Verlag,21.81,2,"['verliehen', 'grün']",14
"Land der Los, ['Kinder- und Jugendbücher']",Helene Textor,0-7455-1444-8,17091923,2,"['Unvollständig', 'In Reparatur', 'In Ordnung', 'In Ordnung']",Fischer Verlage,32.51,4,"['verloren', 'verliehen', 'grün', 'grün']",14
"Warten der Kann, ['Fantasy & Science-Fiction', 'Psychologie']",Birgitt Wirth,978-1-4474-4268-4,03051963,4,"['Abgenutzt', 'Sehr gut', 'In Ordnung', 'Neu', 'Neu', 'Neu']",Carlsen Verlag,32.57,6,"['rot', 'verfügbar', 'grün', 'rot', 'verliehen', 'verliehen']",21
